"id","title","year","description","director","type_id","rating","imagepath","imagename"
"349","Captain America: The First Avenger","2011-07-22 00:00:00","Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f66463776507a4346366b49734c75574548434750476c32785477312e6a7067.jpg"
"350","Where the Wild Things Are","2009-10-16 00:00:00","Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f68366f624d53415633796935544c335372683874695870726531612e6a7067.jpg"
"351","MirrorMask","2005-01-25 00:00:00","In a fantasy world of opposing kingdoms, a 15-year old girl must find the fabled MirrorMask in order to save the kingdom and get home",,"0","7.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6c4949753877494579784e305774746332326641507a507955574b2e6a7067.jpg"
"352","Red","2010-10-14 00:00:00","Frank, Joe, Marvin and Victoria used to be the CIA's top agents, but the secrets they know just made them the Agency's top targets. Now framed for assassination, they must use all of their collective cunning, experience and teamwork to stay one step ahead of their deadly pursuers and stay alive. To stop the operation, the team embarks on an impossible, cross-country mission. But when you're considered RED (Retired, Extremely Dangerous), an impossible mission is just another day at the office. Based on the cult DC Comics graphic novels by Warren Ellis and Cully Hamner.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f71326d7754524b727131657450395334535a5644494a71307749322e6a7067.jpg"
"353","Zookeeper","2011-07-07 00:00:00","A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",,"0","5.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f715673614476464c6e475348365764546761747a63326e587437652e6a7067.jpg"
"354","Invictus","2009-12-11 00:00:00","Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f65734f41695169396a4c62394a794c49794c74324a7556643866612e6a7067.jpg"
"355","Season of the Witch","2011-01-07 00:00:00","A 14th century Crusader (Cage) returns with his comrade (Perlman) to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch (Foy) to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f73393059437550595a71523632353453744633417759756b4274362e6a7067.jpg"
"356","Resident Evil","2002-03-15 00:00:00","When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6674746d53674c454f64424e7751657057326c433674306d624f6d2e6a7067.jpg"
"357","Resident Evil: Apocalypse","2004-09-10 00:00:00","As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f654b744d627035466e6d34574b4d636e307768374e485a4c7765722e6a7067.jpg"
"358","Resident Evil: Extinction","2007-09-21 00:00:00","Years after the Racoon City catastrophe, survivors travel across the Nevada desert, hoping to make it to Alaska. Alice joins the caravan and their fight against hordes of zombies and the evil Umbrella Corp.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f337341695035356a30736f754b4d43596c6f35776d7757416761472e6a7067.jpg"
"359","Resident Evil: Afterlife","2010-09-10 00:00:00","In a world ravaged by a virus infection, turning its victims into the Undead, Alice continues on her journey to find survivors and lead them to safety. Her deadly battle with the Umbrella Corporation reaches new heights, but Alice gets some unexpected help from an old friend. A new lead that promises a safe haven from the Undead takes them to Los Angeles, but when they arrive the city is overrun by thousands of Undead - and Alice and her comrades are about to step into a deadly trap.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6d43474f3965445430477246426a5a444c5272344642514f6744782e6a7067.jpg"
"360","Blade Runner","1982-06-25 00:00:00","In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to snuff a quartet of replicants, who have escaped to Earth seeking their creator for a way to extend their short life spans.",,"0","7.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f734457446d7857716e57656266624e657a3573784a4871623837422e6a7067.jpg"
"361","Corpse Bride","2005-09-15 00:00:00","Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",,"0","6.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f69726a6f58575051567933303038596a7a4f4e6e6b446e374431552e6a7067.jpg"
"362","Defiance","2008-12-31 00:00:00","During World War II, four Jewish brothers escape their Nazi-occupied homeland of West Belarus in Poland and join the Soviet partisans to combat the Nazis. The brothers begin the rescue of roughly 1,200 Jews still trapped in the ghettos of Poland. Based on a true story.",,"0","6.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f334975316a43695778654c4a5a654e637a7a52774d69394f57506b2e6a7067.jpg"
"363","The Golden Compass","2007-12-07 00:00:00","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f703949306675364d654d5046334e594b696a374a74534e6c4732572e6a7067.jpg"
"364","Spider-Man","2002-05-02 00:00:00","After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f69476e637866564c67587a4674316f7755446541354e6d534737662e6a7067.jpg"
"365","Spider-Man 2","2004-06-29 00:00:00","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7174424672734551346f585738734b7652786b4b6e5975504c672e6a7067.jpg"
"366","Spider-Man 3","2007-05-03 00:00:00","The seemingly invincible Spider-Man goes up against an all-new crop of villains -- including the shape-shifting Sandman -- in the third installment of this blockbusting comic book adventure series . While Spidey's superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and gets caught up in a love triangle.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f4e424e783637355657654a6e627a5076554373643637784a74512e6a7067.jpg"
"367","Horton Hears a Who!","2008-03-03 00:00:00","One day, Horton the elephant hears a cry from help coming from a speck of dust. Even though he can't see anyone on the speck, he decides to help it. As it turns out, the speck of dust is home to the Whos, who live in their city of Whoville. Horton agrees to help protect the Whos and their home",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7263526f647579437a4f41306f72415339427938773967547879382e6a7067.jpg"
"368","Mission: Impossible","1996-05-21 00:00:00","When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f65596c33506d6b4f4776526a3445545334756479626c4f334266532e6a7067.jpg"
"369","Mission: Impossible II","2000-05-23 00:00:00","With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f33586370655a6553486c446a6450465457794376444d31624c367a2e6a7067.jpg"
"370","Aliens in the Attic","2009-07-31 00:00:00","It's summer vacation, but the Pearson family kids are stuck at a boring lake house with their nerdy parents. That is until feisty, little, green aliens crash-land on the roof, with plans to conquer the house AND Earth! Using only their wits, courage and video game-playing skills, the youngsters must band together to defeat the aliens and save the world - but the toughest part might be keeping the whole thing a secret from their parents! Featuring an all-star cast including Ashley Tisdale, Andy Richter, Kevin Nealon, Tim Meadows and Doris Roberts, Aliens In The Attic is the most fun you can have on this planet!",,"0","5.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f786473334251393946644f78695232345a3549374e35454c77762e6a7067.jpg"
